,date,currency,code,bid,ask
33492,2010-08-26,korona estonska,EEK,0.252,0.257
33493,2010-08-26,korona norweska,NOK,0.4929,0.5029
33494,2010-08-26,korona szwedzka,SEK,0.4187,0.4271
33495,2010-08-26,SDR (MFW),XDR,4.7116,4.8068
33496,2010-08-27,dolar amerykanski,USD,3.0985,3.1611
33497,2010-08-27,dolar australijski,AUD,2.7572,2.813
33498,2010-08-27,dolar kanadyjski,CAD,2.9194,2.9784
33499,2010-08-27,euro,EUR,3.9427,4.0223
33500,2010-08-27,forint (Wegry),HUF,0.013853,0.014133
33501,2010-08-27,frank szwajcarski,CHF,3.0256,3.0868
33502,2010-08-27,funt szterling,GBP,4.7959,4.8927
33503,2010-08-27,jen (Japonia),JPY,0.036559,0.037297
33504,2010-08-27,korona czeska,CZK,0.1592,0.1624
33505,2010-08-27,korona dunska,DKK,0.5295,0.5401
33506,2010-08-27,korona estonska,EEK,0.252,0.257
33507,2010-08-27,korona norweska,NOK,0.4933,0.5033
33508,2010-08-27,korona szwedzka,SEK,0.4202,0.4286
33509,2010-08-27,SDR (MFW),XDR,4.6929,4.7877
33510,2010-08-30,dolar amerykanski,USD,3.1007,3.1633
33511,2010-08-30,dolar australijski,AUD,2.7812,2.8374
33512,2010-08-30,dolar kanadyjski,CAD,2.9441,3.0035
33513,2010-08-30,euro,EUR,3.9392,4.0188
33514,2010-08-30,forint (Wegry),HUF,0.013875,0.014155
33515,2010-08-30,frank szwajcarski,CHF,3.0249,3.0861
33516,2010-08-30,funt szterling,GBP,4.8145,4.9117
33517,2010-08-30,jen (Japonia),JPY,0.03658,0.037318
33518,2010-08-30,korona czeska,CZK,0.1587,0.1619
33519,2010-08-30,korona dunska,DKK,0.5291,0.5397
33520,2010-08-30,korona estonska,EEK,0.2518,0.2568
33521,2010-08-30,korona norweska,NOK,0.4943,0.5043
33522,2010-08-30,korona szwedzka,SEK,0.4195,0.4279
33523,2010-08-30,SDR (MFW),XDR,4.6815,4.7761
33524,2010-08-31,dolar amerykanski,USD,3.1083,3.1711
33525,2010-08-31,dolar australijski,AUD,2.7659,2.8217
33526,2010-08-31,dolar kanadyjski,CAD,2.9239,2.9829
33527,2010-08-31,euro,EUR,3.9567,4.0367
33528,2010-08-31,forint (Wegry),HUF,0.0138,0.014078
33529,2010-08-31,frank szwajcarski,CHF,3.0562,3.1180000000000003
33530,2010-08-31,funt szterling,GBP,4.7867,4.8835
33531,2010-08-31,jen (Japonia),JPY,0.036779,0.037523
33532,2010-08-31,korona czeska,CZK,0.1595,0.1627
33533,2010-08-31,korona dunska,DKK,0.5315,0.5423
33534,2010-08-31,korona estonska,EEK,0.2528,0.258
33535,2010-08-31,korona norweska,NOK,0.4932,0.5032
33536,2010-08-31,korona szwedzka,SEK,0.4214,0.43
33537,2010-08-31,SDR (MFW),XDR,4.7017,4.7967
33538,2010-09-01,dolar amerykanski,USD,3.069,3.131
33539,2010-09-01,dolar australijski,AUD,2.7892,2.8456
33540,2010-09-01,dolar kanadyjski,CAD,2.911,2.9698
33541,2010-09-01,euro,EUR,3.9413,4.0209
33542,2010-09-01,forint (Wegry),HUF,0.013789,0.014066999999999998
33543,2010-09-01,frank szwajcarski,CHF,3.0364,3.0978
33544,2010-09-01,funt szterling,GBP,4.7431,4.8389
33545,2010-09-01,jen (Japonia),JPY,0.036327,0.037061
33546,2010-09-01,korona czeska,CZK,0.1595,0.1627
33547,2010-09-01,korona dunska,DKK,0.5295,0.5401
33548,2010-09-01,korona estonska,EEK,0.2519,0.2569
33549,2010-09-01,korona norweska,NOK,0.4971,0.5071
33550,2010-09-01,korona szwedzka,SEK,0.4219,0.4305
33551,2010-09-01,SDR (MFW),XDR,4.6901,4.7849
33552,2010-09-02,dolar amerykanski,USD,3.068,3.13
33553,2010-09-02,dolar australijski,AUD,2.7935,2.8499
33554,2010-09-02,dolar kanadyjski,CAD,2.9158,2.9748
33555,2010-09-02,euro,EUR,3.9306,4.01
33556,2010-09-02,forint (Wegry),HUF,0.013802000000000002,0.01408
33557,2010-09-02,frank szwajcarski,CHF,3.0305,3.0917
33558,2010-09-02,funt szterling,GBP,4.7167,4.8119
33559,2010-09-02,jen (Japonia),JPY,0.036359,0.037093
33560,2010-09-02,korona czeska,CZK,0.1589,0.1621
33561,2010-09-02,korona dunska,DKK,0.528,0.5386
33562,2010-09-02,korona estonska,EEK,0.2513,0.2563
33563,2010-09-02,korona norweska,NOK,0.4987,0.5087
33564,2010-09-02,korona szwedzka,SEK,0.4217,0.4303
33565,2010-09-02,SDR (MFW),XDR,4.6514,4.7454
33566,2010-09-03,dolar amerykanski,USD,3.0292,3.0904
33567,2010-09-03,dolar australijski,AUD,2.775,2.8310000000000004
33568,2010-09-03,dolar kanadyjski,CAD,2.9055,2.9641
33569,2010-09-03,euro,EUR,3.8968,3.9756
33570,2010-09-03,forint (Wegry),HUF,0.01375,0.014028
33571,2010-09-03,frank szwajcarski,CHF,2.967,3.027
33572,2010-09-03,funt szterling,GBP,4.6747,4.7691
33573,2010-09-03,jen (Japonia),JPY,0.035769,0.036491
33574,2010-09-03,korona czeska,CZK,0.1576,0.1608
33575,2010-09-03,korona dunska,DKK,0.5234,0.534
33576,2010-09-03,korona estonska,EEK,0.2491,0.2541
33577,2010-09-03,korona norweska,NOK,0.4955,0.5055
33578,2010-09-03,korona szwedzka,SEK,0.4184,0.4268
33579,2010-09-03,SDR (MFW),XDR,4.6066,4.6996
33580,2010-09-06,dolar amerykanski,USD,3.0246,3.0858
33581,2010-09-06,dolar australijski,AUD,2.7749,2.8309
33582,2010-09-06,dolar kanadyjski,CAD,2.9225,2.9815
33583,2010-09-06,euro,EUR,3.8942,3.9728
33584,2010-09-06,forint (Wegry),HUF,0.013664,0.01394
33585,2010-09-06,frank szwajcarski,CHF,2.9791,3.0393
33586,2010-09-06,funt szterling,GBP,4.6503,4.7443
33587,2010-09-06,jen (Japonia),JPY,0.035924,0.03665
33588,2010-09-06,korona czeska,CZK,0.1575,0.1607
33589,2010-09-06,korona dunska,DKK,0.523,0.5336
33590,2010-09-06,korona estonska,EEK,0.2489,0.2539
33591,2010-09-06,korona norweska,NOK,0.4941,0.5041
33592,2010-09-06,korona szwedzka,SEK,0.4188,0.4272
33593,2010-09-06,SDR (MFW),XDR,4.5978,4.6906
33594,2010-09-07,dolar amerykanski,USD,3.0619,3.1237
33595,2010-09-07,dolar australijski,AUD,2.7942,2.8506
33596,2010-09-07,dolar kanadyjski,CAD,2.9312,2.9904
33597,2010-09-07,euro,EUR,3.9041,3.9829
33598,2010-09-07,forint (Wegry),HUF,0.013584,0.013858
33599,2010-09-07,frank szwajcarski,CHF,3.0308,3.092
33600,2010-09-07,funt szterling,GBP,4.6904,4.7852
33601,2010-09-07,jen (Japonia),JPY,0.036616,0.037356
33602,2010-09-07,korona czeska,CZK,0.158,0.1612
33603,2010-09-07,korona dunska,DKK,0.5244,0.535
33604,2010-09-07,korona estonska,EEK,0.2495,0.2545
33605,2010-09-07,korona norweska,NOK,0.4945,0.5045
33606,2010-09-07,korona szwedzka,SEK,0.4192,0.4276
33607,2010-09-07,SDR (MFW),XDR,4.6094,4.7026
33608,2010-09-08,dolar amerykanski,USD,3.067,3.129
33609,2010-09-08,dolar australijski,AUD,2.8181,2.8751
33610,2010-09-08,dolar kanadyjski,CAD,2.9547,3.0143
33611,2010-09-08,euro,EUR,3.9059,3.9849
33612,2010-09-08,forint (Wegry),HUF,0.01357,0.013844
33613,2010-09-08,frank szwajcarski,CHF,3.0275,3.0887
33614,2010-09-08,funt szterling,GBP,4.7483,4.8443
33615,2010-09-08,jen (Japonia),JPY,0.036499,0.037237
33616,2010-09-08,korona czeska,CZK,0.1582,0.1614
33617,2010-09-08,korona dunska,DKK,0.5246,0.5352
33618,2010-09-08,korona estonska,EEK,0.2497,0.2547
33619,2010-09-08,korona norweska,NOK,0.4962,0.5062
33620,2010-09-08,korona szwedzka,SEK,0.4216,0.4302
33621,2010-09-08,SDR (MFW),XDR,4.6371,4.7307
33622,2010-09-09,dolar amerykanski,USD,3.0568,3.1186
33623,2010-09-09,dolar australijski,AUD,2.8332,2.8904
33624,2010-09-09,dolar kanadyjski,CAD,2.9606,3.0204
33625,2010-09-09,euro,EUR,3.8959,3.9747
33626,2010-09-09,forint (Wegry),HUF,0.013675,0.013951
33627,2010-09-09,frank szwajcarski,CHF,3.0237,3.0847
33628,2010-09-09,funt szterling,GBP,4.7232,4.8186
33629,2010-09-09,jen (Japonia),JPY,0.036487,0.037225
33630,2010-09-09,korona czeska,CZK,0.1577,0.1609
33631,2010-09-09,korona dunska,DKK,0.5232,0.5338
33632,2010-09-09,korona estonska,EEK,0.249,0.254
33633,2010-09-09,korona norweska,NOK,0.4955,0.5055
33634,2010-09-09,korona szwedzka,SEK,0.4215,0.4301
33635,2010-09-09,SDR (MFW),XDR,4.6396,4.7334
33636,2010-09-10,dolar amerykanski,USD,3.0699,3.1319
33637,2010-09-10,dolar australijski,AUD,2.8413,2.8987
33638,2010-09-10,dolar kanadyjski,CAD,2.9702,3.0302
33639,2010-09-10,euro,EUR,3.8994,3.9782
33640,2010-09-10,forint (Wegry),HUF,0.013711,0.013988999999999998
33641,2010-09-10,frank szwajcarski,CHF,3.0001,3.0607
33642,2010-09-10,funt szterling,GBP,4.7266,4.822
33643,2010-09-10,jen (Japonia),JPY,0.036448,0.037184
33644,2010-09-10,korona czeska,CZK,0.1578,0.161
33645,2010-09-10,korona dunska,DKK,0.5237,0.5343
33646,2010-09-10,korona estonska,EEK,0.2492,0.2542
33647,2010-09-10,korona norweska,NOK,0.4955,0.5055
33648,2010-09-10,korona szwedzka,SEK,0.4229,0.4315
33649,2010-09-10,SDR (MFW),XDR,4.6396,4.7334
33650,2010-09-13,dolar amerykanski,USD,3.0408,3.1022
33651,2010-09-13,dolar australijski,AUD,2.8366,2.894
33652,2010-09-13,dolar kanadyjski,CAD,2.9556,3.0154
33653,2010-09-13,euro,EUR,3.9,3.9788
33654,2010-09-13,forint (Wegry),HUF,0.013757,0.014035
33655,2010-09-13,frank szwajcarski,CHF,3.0034,3.064
33656,2010-09-13,funt szterling,GBP,4.683,4.7776
33657,2010-09-13,jen (Japonia),JPY,0.036213,0.036945
33658,2010-09-13,korona czeska,CZK,0.158,0.1612
33659,2010-09-13,korona dunska,DKK,0.5238,0.5344
33660,2010-09-13,korona estonska,EEK,0.2493,0.2543
33661,2010-09-13,korona norweska,NOK,0.496,0.506
33662,2010-09-13,korona szwedzka,SEK,0.4242,0.4328
33663,2010-09-13,SDR (MFW),XDR,4.6357,4.7293
33664,2010-09-14,dolar amerykanski,USD,3.0251,3.0863
33665,2010-09-14,dolar australijski,AUD,2.8301,2.8873
33666,2010-09-14,dolar kanadyjski,CAD,2.9473,3.0069
33667,2010-09-14,euro,EUR,3.8977,3.9765
33668,2010-09-14,forint (Wegry),HUF,0.013771,0.014049
33669,2010-09-14,frank szwajcarski,CHF,3.0221,3.0831
33670,2010-09-14,funt szterling,GBP,4.6752,4.7696
33671,2010-09-14,jen (Japonia),JPY,0.036388,0.037124
33672,2010-09-14,korona czeska,CZK,0.1588,0.162
33673,2010-09-14,korona dunska,DKK,0.5234,0.534
33674,2010-09-14,korona estonska,EEK,0.2491,0.2541
33675,2010-09-14,korona norweska,NOK,0.4957,0.5057
33676,2010-09-14,korona szwedzka,SEK,0.4228,0.4314
33677,2010-09-14,SDR (MFW),XDR,4.6137,4.7069
33678,2010-09-15,dolar amerykanski,USD,3.0048,3.0656
33679,2010-09-15,dolar australijski,AUD,2.8158,2.8726
33680,2010-09-15,dolar kanadyjski,CAD,2.9228,2.9818
33681,2010-09-15,euro,EUR,3.9054,3.9842
33682,2010-09-15,forint (Wegry),HUF,0.013846,0.014126
33683,2010-09-15,frank szwajcarski,CHF,2.998,3.0586
33684,2010-09-15,funt szterling,GBP,4.6692,4.7636
33685,2010-09-15,jen (Japonia),JPY,0.035107,0.035817
33686,2010-09-15,korona czeska,CZK,0.1585,0.1617
33687,2010-09-15,korona dunska,DKK,0.5244,0.535
33688,2010-09-15,korona estonska,EEK,0.2496,0.2546
33689,2010-09-15,korona norweska,NOK,0.4936,0.5036
33690,2010-09-15,korona szwedzka,SEK,0.4244,0.433
33691,2010-09-15,SDR (MFW),XDR,4.6147,4.7079
33692,2010-09-16,dolar amerykanski,USD,2.9955,3.0561
33693,2010-09-16,dolar australijski,AUD,2.8062,2.8628
33694,2010-09-16,dolar kanadyjski,CAD,2.9139,2.9727
33695,2010-09-16,euro,EUR,3.9123,3.9913
33696,2010-09-16,forint (Wegry),HUF,0.013821,0.014101
33697,2010-09-16,frank szwajcarski,CHF,2.9494,3.009
33698,2010-09-16,funt szterling,GBP,4.6711,4.7655
33699,2010-09-16,jen (Japonia),JPY,0.034923,0.035629
33700,2010-09-16,korona czeska,CZK,0.1587,0.1619
33701,2010-09-16,korona dunska,DKK,0.5254,0.536
33702,2010-09-16,korona estonska,EEK,0.25,0.255
33703,2010-09-16,korona norweska,NOK,0.4909,0.5009
33704,2010-09-16,korona szwedzka,SEK,0.4239,0.4325
33705,2010-09-16,SDR (MFW),XDR,4.5769,4.6693
33706,2010-09-17,dolar amerykanski,USD,3.0019,3.0625
33707,2010-09-17,dolar australijski,AUD,2.8191,2.8761
33708,2010-09-17,dolar kanadyjski,CAD,2.9056,2.9644
33709,2010-09-17,euro,EUR,3.9222,4.0014
33710,2010-09-17,forint (Wegry),HUF,0.013889,0.014169
33711,2010-09-17,frank szwajcarski,CHF,2.975,3.0352
33712,2010-09-17,funt szterling,GBP,4.7003,4.7953
33713,2010-09-17,jen (Japonia),JPY,0.035011,0.035719
33714,2010-09-17,korona czeska,CZK,0.159,0.1622
33715,2010-09-17,korona dunska,DKK,0.5267,0.5373
33716,2010-09-17,korona estonska,EEK,0.2507,0.2557
33717,2010-09-17,korona norweska,NOK,0.4913,0.5013
33718,2010-09-17,korona szwedzka,SEK,0.4254,0.434
33719,2010-09-17,SDR (MFW),XDR,4.5729,4.6653
33720,2010-09-20,dolar amerykanski,USD,2.9918,3.0522
33721,2010-09-20,dolar australijski,AUD,2.8252,2.8822
33722,2010-09-20,dolar kanadyjski,CAD,2.9016,2.9602
33723,2010-09-20,euro,EUR,3.9058,3.9848
33724,2010-09-20,forint (Wegry),HUF,0.013904,0.014184
33725,2010-09-20,frank szwajcarski,CHF,2.9731,3.0331
33726,2010-09-20,funt szterling,GBP,4.6595,4.7537
33727,2010-09-20,jen (Japonia),JPY,0.034912,0.035618000000000004
33728,2010-09-20,korona czeska,CZK,0.1583,0.1615
33729,2010-09-20,korona dunska,DKK,0.5245,0.5351
33730,2010-09-20,korona estonska,EEK,0.2497,0.2547
33731,2010-09-20,korona norweska,NOK,0.4923,0.5023
33732,2010-09-20,korona szwedzka,SEK,0.4254,0.434
33733,2010-09-20,SDR (MFW),XDR,4.5594,4.6516
33734,2010-09-21,dolar amerykanski,USD,2.974,3.034
33735,2010-09-21,dolar australijski,AUD,2.8211,2.8781
33736,2010-09-21,dolar kanadyjski,CAD,2.8858,2.944
33737,2010-09-21,euro,EUR,3.906,3.985
33738,2010-09-21,forint (Wegry),HUF,0.01396,0.014242
33739,2010-09-21,frank szwajcarski,CHF,2.9653,3.0253
33740,2010-09-21,funt szterling,GBP,4.6285,4.7221
33741,2010-09-21,jen (Japonia),JPY,0.034865,0.035569
33742,2010-09-21,korona czeska,CZK,0.1584,0.1616
33743,2010-09-21,korona dunska,DKK,0.5244,0.535
33744,2010-09-21,korona estonska,EEK,0.2497,0.2547
33745,2010-09-21,korona norweska,NOK,0.493,0.503
33746,2010-09-21,korona szwedzka,SEK,0.4275,0.4361
33747,2010-09-21,SDR (MFW),XDR,4.5554,4.6474
33748,2010-09-22,dolar amerykanski,USD,2.9095,2.9683
33749,2010-09-22,dolar australijski,AUD,2.7911,2.8475
33750,2010-09-22,dolar kanadyjski,CAD,2.8394,2.8968
33751,2010-09-22,euro,EUR,3.9051,3.9839
33752,2010-09-22,forint (Wegry),HUF,0.014011,0.014295
33753,2010-09-22,frank szwajcarski,CHF,2.952,3.0116
33754,2010-09-22,funt szterling,GBP,4.5609,4.6531
33755,2010-09-22,jen (Japonia),JPY,0.034425,0.035121
33756,2010-09-22,korona czeska,CZK,0.1589,0.1621
33757,2010-09-22,korona dunska,DKK,0.5242,0.5348
33758,2010-09-22,korona estonska,EEK,0.2496,0.2546
33759,2010-09-22,korona norweska,NOK,0.4944,0.5044
33760,2010-09-22,korona szwedzka,SEK,0.4276,0.4362
33761,2010-09-22,SDR (MFW),XDR,4.5413,4.6331
33762,2010-09-23,dolar amerykanski,USD,2.9516,3.0112
33763,2010-09-23,dolar australijski,AUD,2.8011,2.8577
33764,2010-09-23,dolar kanadyjski,CAD,2.8537,2.9113
33765,2010-09-23,euro,EUR,3.9316,4.011
33766,2010-09-23,forint (Wegry),HUF,0.014002,0.014284
33767,2010-09-23,frank szwajcarski,CHF,2.9957,3.0563
33768,2010-09-23,funt szterling,GBP,4.6292,4.7228
33769,2010-09-23,jen (Japonia),JPY,0.034987,0.035693
33770,2010-09-23,korona czeska,CZK,0.1597,0.1629
33771,2010-09-23,korona dunska,DKK,0.5278,0.5384
33772,2010-09-23,korona estonska,EEK,0.2513,0.2563
33773,2010-09-23,korona norweska,NOK,0.4965,0.5065
33774,2010-09-23,korona szwedzka,SEK,0.4270000000000001,0.4356
33775,2010-09-23,SDR (MFW),XDR,4.529,4.6204
33776,2010-09-24,dolar amerykanski,USD,2.9123,2.9711
33777,2010-09-24,dolar australijski,AUD,2.7946,2.8510000000000004
33778,2010-09-24,dolar kanadyjski,CAD,2.8434,2.9008
33779,2010-09-24,euro,EUR,3.922,4.0012
33780,2010-09-24,forint (Wegry),HUF,0.014108,0.014394
33781,2010-09-24,frank szwajcarski,CHF,2.9713,3.0313
33782,2010-09-24,funt szterling,GBP,4.5982,4.691
33783,2010-09-24,jen (Japonia),JPY,0.034563,0.035261
33784,2010-09-24,korona czeska,CZK,0.1593,0.1625
33785,2010-09-24,korona dunska,DKK,0.5264,0.537
33786,2010-09-24,korona estonska,EEK,0.2507,0.2557
33787,2010-09-24,korona norweska,NOK,0.4934,0.5034
33788,2010-09-24,korona szwedzka,SEK,0.4263,0.4349
33789,2010-09-24,SDR (MFW),XDR,4.5281,4.6195
33790,2010-09-27,dolar amerykanski,USD,2.9081,2.9669
33791,2010-09-27,dolar australijski,AUD,2.7914,2.8478
33792,2010-09-27,dolar kanadyjski,CAD,2.8344,2.8916
33793,2010-09-27,euro,EUR,3.9143,3.9933
33794,2010-09-27,forint (Wegry),HUF,0.014124,0.01441
33795,2010-09-27,frank szwajcarski,CHF,2.9537,3.0133
33796,2010-09-27,funt szterling,GBP,4.5993,4.6923
33797,2010-09-27,jen (Japonia),JPY,0.034501,0.035197000000000006
33798,2010-09-27,korona czeska,CZK,0.1594,0.1626
33799,2010-09-27,korona dunska,DKK,0.5254,0.536
33800,2010-09-27,korona estonska,EEK,0.2502,0.2552
33801,2010-09-27,korona norweska,NOK,0.4925,0.5025
33802,2010-09-27,korona szwedzka,SEK,0.4257,0.4343
33803,2010-09-27,SDR (MFW),XDR,4.4997,4.5907
33804,2010-09-28,dolar amerykanski,USD,2.9276,2.9868
33805,2010-09-28,dolar australijski,AUD,2.8074,2.8642
33806,2010-09-28,dolar kanadyjski,CAD,2.8236,2.8806
33807,2010-09-28,euro,EUR,3.9396,4.0192
33808,2010-09-28,forint (Wegry),HUF,0.014178,0.014464
33809,2010-09-28,frank szwajcarski,CHF,2.9851,3.0455
33810,2010-09-28,funt szterling,GBP,4.6037,4.6967
33811,2010-09-28,jen (Japonia),JPY,0.034873,0.035577
33812,2010-09-28,korona czeska,CZK,0.1602,0.1634
33813,2010-09-28,korona dunska,DKK,0.5287,0.5393
33814,2010-09-28,korona estonska,EEK,0.2518,0.2568
33815,2010-09-28,korona norweska,NOK,0.4949,0.5049
33816,2010-09-28,korona szwedzka,SEK,0.4276,0.4362
33817,2010-09-28,SDR (MFW),XDR,4.5181,4.6093
33818,2010-09-29,dolar amerykanski,USD,2.8957,2.9543
33819,2010-09-29,dolar australijski,AUD,2.8035,2.8601
33820,2010-09-29,dolar kanadyjski,CAD,2.82,2.877
33821,2010-09-29,euro,EUR,3.9367,4.0163
33822,2010-09-29,forint (Wegry),HUF,0.014223,0.014511
33823,2010-09-29,frank szwajcarski,CHF,2.9697,3.0297
33824,2010-09-29,funt szterling,GBP,4.5771,4.6695
33825,2010-09-29,jen (Japonia),JPY,0.034572000000000006,0.03527
33826,2010-09-29,korona czeska,CZK,0.1601,0.1633
33827,2010-09-29,korona dunska,DKK,0.5283,0.5389
33828,2010-09-29,korona estonska,EEK,0.2516,0.2566
33829,2010-09-29,korona norweska,NOK,0.4943,0.5043
33830,2010-09-29,korona szwedzka,SEK,0.4294,0.438
33831,2010-09-29,SDR (MFW),XDR,4.5201,4.6115
33832,2010-09-30,dolar amerykanski,USD,2.8909,2.9493
33833,2010-09-30,dolar australijski,AUD,2.8057,2.8623
33834,2010-09-30,dolar kanadyjski,CAD,2.8166,2.8736
33835,2010-09-30,euro,EUR,3.941,4.0206
33836,2010-09-30,forint (Wegry),HUF,0.014256,0.014544
33837,2010-09-30,frank szwajcarski,CHF,2.9577,3.0175
33838,2010-09-30,funt szterling,GBP,4.5561,4.6481
33839,2010-09-30,jen (Japonia),JPY,0.034601,0.035301
33840,2010-09-30,korona czeska,CZK,0.1603,0.1635
33841,2010-09-30,korona dunska,DKK,0.5289,0.5395
33842,2010-09-30,korona estonska,EEK,0.2519,0.2569
33843,2010-09-30,korona norweska,NOK,0.4942,0.5042
33844,2010-09-30,korona szwedzka,SEK,0.4306,0.4394
33845,2010-09-30,SDR (MFW),XDR,4.4945,4.5853
33846,2010-10-01,dolar amerykanski,USD,2.8452,2.9026
33847,2010-10-01,dolar australijski,AUD,2.7652,2.821
33848,2010-10-01,dolar kanadyjski,CAD,2.7703,2.8263
33849,2010-10-01,euro,EUR,3.9055,3.9845
33850,2010-10-01,forint (Wegry),HUF,0.01425,0.014538
33851,2010-10-01,frank szwajcarski,CHF,2.9024,2.9610000000000003
33852,2010-10-01,funt szterling,GBP,4.493,4.5838
33853,2010-10-01,jen (Japonia),JPY,0.034097,0.034785
33854,2010-10-01,korona czeska,CZK,0.1597,0.1629
33855,2010-10-01,korona dunska,DKK,0.5241,0.5347
33856,2010-10-01,korona estonska,EEK,0.2496,0.2546
33857,2010-10-01,korona norweska,NOK,0.4859,0.4957
33858,2010-10-01,korona szwedzka,SEK,0.4235,0.4321
33859,2010-10-01,SDR (MFW),XDR,4.4532,4.5432
33860,2010-10-04,dolar amerykanski,USD,2.858,2.9158
33861,2010-10-04,dolar australijski,AUD,2.7697,2.8257
33862,2010-10-04,dolar kanadyjski,CAD,2.7971,2.8537
33863,2010-10-04,euro,EUR,3.9154,3.9946
33864,2010-10-04,forint (Wegry),HUF,0.014358,0.014648
33865,2010-10-04,frank szwajcarski,CHF,2.9331,2.9923
33866,2010-10-04,funt szterling,GBP,4.5315,4.6231
33867,2010-10-04,jen (Japonia),JPY,0.034285,0.034977
33868,2010-10-04,korona czeska,CZK,0.1599,0.1631
33869,2010-10-04,korona dunska,DKK,0.5253,0.5359
33870,2010-10-04,korona estonska,EEK,0.2503,0.2553
33871,2010-10-04,korona norweska,NOK,0.4878,0.4976
33872,2010-10-04,korona szwedzka,SEK,0.4233,0.4319
33873,2010-10-04,SDR (MFW),XDR,4.4464,4.5362
33874,2010-10-05,dolar amerykanski,USD,2.8411,2.8985
33875,2010-10-05,dolar australijski,AUD,2.7438,2.7992
33876,2010-10-05,dolar kanadyjski,CAD,2.7888,2.8452
33877,2010-10-05,euro,EUR,3.9212,4.0004
33878,2010-10-05,forint (Wegry),HUF,0.014426,0.014718
33879,2010-10-05,frank szwajcarski,CHF,2.9346,2.9938
33880,2010-10-05,funt szterling,GBP,4.512,4.6032
33881,2010-10-05,jen (Japonia),JPY,0.034107,0.034797
33882,2010-10-05,korona czeska,CZK,0.1602,0.1634
33883,2010-10-05,korona dunska,DKK,0.526,0.5366
33884,2010-10-05,korona estonska,EEK,0.2506,0.2556
33885,2010-10-05,korona norweska,NOK,0.4875,0.4973
33886,2010-10-05,korona szwedzka,SEK,0.4234,0.4320000000000001
33887,2010-10-05,SDR (MFW),XDR,4.4549,4.5449
33888,2010-10-06,dolar amerykanski,USD,2.8203,2.8773
33889,2010-10-06,dolar australijski,AUD,2.7517,2.8073
33890,2010-10-06,dolar kanadyjski,CAD,2.7845,2.8407
33891,2010-10-06,euro,EUR,3.9145,3.9935
33892,2010-10-06,forint (Wegry),HUF,0.014452,0.014744
33893,2010-10-06,frank szwajcarski,CHF,2.9277,2.9869
33894,2010-10-06,funt szterling,GBP,4.4765,4.5669
33895,2010-10-06,jen (Japonia),JPY,0.034013,0.034701
33896,2010-10-06,korona czeska,CZK,0.1599,0.1631
33897,2010-10-06,korona dunska,DKK,0.5251,0.5357
33898,2010-10-06,korona estonska,EEK,0.2502,0.2552
33899,2010-10-06,korona norweska,NOK,0.4868,0.4966
33900,2010-10-06,korona szwedzka,SEK,0.4201,0.4285
33901,2010-10-06,SDR (MFW),XDR,4.4331,4.5227
33902,2010-04-02,dolar amerykanski,USD,2.8142,2.8710000000000004
33903,2010-04-02,dolar australijski,AUD,2.5864,2.6386
33904,2010-04-02,dolar kanadyjski,CAD,2.7803,2.8365
33905,2010-04-02,euro,EUR,3.813,3.89
33906,2010-04-02,forint (Wegry),HUF,0.014381,0.014671
33907,2010-04-02,frank szwajcarski,CHF,2.6617,2.7155
33908,2010-04-02,funt szterling,GBP,4.2929,4.3797
33909,2010-04-02,jen (Japonia),JPY,0.029967,0.030573000000000006
33910,2010-04-02,korona czeska,CZK,0.1505,0.1535
33911,2010-04-02,korona dunska,DKK,0.5121,0.5225
33912,2010-04-02,korona estonska,EEK,0.2437,0.2487
33913,2010-04-02,korona norweska,NOK,0.4742,0.4838
33914,2010-04-02,korona szwedzka,SEK,0.3922,0.4002
33915,2010-04-02,SDR (MFW),XDR,4.3026,4.3896
33916,2010-04-06,dolar amerykanski,USD,2.8442,2.9016
33917,2010-04-06,dolar australijski,AUD,2.6248,2.6778
33918,2010-04-06,dolar kanadyjski,CAD,2.8427,2.9001
33919,2010-04-06,euro,EUR,3.8021,3.8789
33920,2010-04-06,forint (Wegry),HUF,0.014314,0.014604
33921,2010-04-06,frank szwajcarski,CHF,2.6546,2.7082
33922,2010-04-06,funt szterling,GBP,4.3134,4.4006
33923,2010-04-06,jen (Japonia),JPY,0.030265,0.030877
33924,2010-04-06,korona czeska,CZK,0.1506,0.1536
33925,2010-04-06,korona dunska,DKK,0.5107,0.5211
33926,2010-04-06,korona estonska,EEK,0.243,0.248
33927,2010-04-06,korona norweska,NOK,0.4746,0.4842
33928,2010-04-06,korona szwedzka,SEK,0.3937,0.4017
33929,2010-04-06,SDR (MFW),XDR,4.3044,4.3914
33930,2010-04-07,dolar amerykanski,USD,2.841,2.8984
33931,2010-04-07,dolar australijski,AUD,2.6374,2.6906
33932,2010-04-07,dolar kanadyjski,CAD,2.8418,2.8992
33933,2010-04-07,euro,EUR,3.7957,3.8723
33934,2010-04-07,forint (Wegry),HUF,0.014248,0.014536000000000004
33935,2010-04-07,frank szwajcarski,CHF,2.6505,2.7041
33936,2010-04-07,funt szterling,GBP,4.3187,4.4059
33937,2010-04-07,jen (Japonia),JPY,0.030296,0.030908
33938,2010-04-07,korona czeska,CZK,0.1506,0.1536
33939,2010-04-07,korona dunska,DKK,0.5099,0.5203
33940,2010-04-07,korona estonska,EEK,0.2425,0.2475
33941,2010-04-07,korona norweska,NOK,0.4761,0.4857
