,date,currency,code,bid,ask
4594,2019-04-09,frank szwajcarski,CHF,3.768,3.8442
4595,2019-04-09,funt szterling,GBP,4.9135,5.0127
4596,2019-04-09,jen (Japonia),JPY,0.033866,0.03455
4597,2019-04-09,korona czeska,CZK,0.1656,0.16899999999999998
4598,2019-04-09,korona dunska,DKK,0.5685,0.5799
4599,2019-04-09,korona norweska,NOK,0.4406,0.4496
4600,2019-04-09,korona szwedzka,SEK,0.4072,0.4154
4601,2019-04-09,SDR (MFW),XDR,5.2363,5.3421
4602,2019-04-10,dolar amerykanski,USD,3.7691,3.8453
4603,2019-04-10,dolar australijski,AUD,2.692,2.7464
4604,2019-04-10,dolar kanadyjski,CAD,2.8256,2.8826
4605,2019-04-10,euro,EUR,4.2374,4.323
4606,2019-04-10,forint (Wegry),HUF,0.013172,0.013438
4607,2019-04-10,frank szwajcarski,CHF,3.7614,3.8374
4608,2019-04-10,funt szterling,GBP,4.9269,5.0265
4609,2019-04-10,jen (Japonia),JPY,0.033936,0.034622
4610,2019-04-10,korona czeska,CZK,0.1655,0.1689
4611,2019-04-10,korona dunska,DKK,0.5676,0.579
4612,2019-04-10,korona norweska,NOK,0.4423,0.4513
4613,2019-04-10,korona szwedzka,SEK,0.4058,0.414
4614,2019-04-10,SDR (MFW),XDR,5.2213,5.3267
4615,2019-04-11,dolar amerykanski,USD,3.7618,3.8378
4616,2019-04-11,dolar australijski,AUD,2.6881,2.7425
4617,2019-04-11,dolar kanadyjski,CAD,2.8125,2.8693
4618,2019-04-11,euro,EUR,4.24,4.3256
4619,2019-04-11,forint (Wegry),HUF,0.013171,0.013437
4620,2019-04-11,frank szwajcarski,CHF,3.7507,3.8265
4621,2019-04-11,funt szterling,GBP,4.9205,5.0199
4622,2019-04-11,jen (Japonia),JPY,0.033788,0.03447
4623,2019-04-11,korona czeska,CZK,0.1655,0.1689
4624,2019-04-11,korona dunska,DKK,0.568,0.5794
4625,2019-04-11,korona norweska,NOK,0.4419,0.4509
4626,2019-04-11,korona szwedzka,SEK,0.4059,0.4141
4627,2019-04-11,SDR (MFW),XDR,5.2224,5.3279999999999985
4628,2019-04-12,dolar amerykanski,USD,3.7436,3.8192
4629,2019-04-12,dolar australijski,AUD,2.69,2.7444
4630,2019-04-12,dolar kanadyjski,CAD,2.8092,2.866
4631,2019-04-12,euro,EUR,4.2358,4.3214
4632,2019-04-12,forint (Wegry),HUF,0.013164,0.01343
4633,2019-04-12,frank szwajcarski,CHF,3.7427,3.8183
4634,2019-04-12,funt szterling,GBP,4.9105,5.0097
4635,2019-04-12,jen (Japonia),JPY,0.033446,0.034122
4636,2019-04-12,korona czeska,CZK,0.1653,0.1687
4637,2019-04-12,korona dunska,DKK,0.5675,0.5789
4638,2019-04-12,korona norweska,NOK,0.4406,0.4496
4639,2019-04-12,korona szwedzka,SEK,0.4041,0.4123
4640,2019-04-12,SDR (MFW),XDR,5.2266,5.3322
4641,2019-04-15,dolar amerykanski,USD,3.7424,3.818
4642,2019-04-15,dolar australijski,AUD,2.6842,2.7384
4643,2019-04-15,dolar kanadyjski,CAD,2.8110000000000004,2.8678
4644,2019-04-15,euro,EUR,4.2304,4.3158
4645,2019-04-15,forint (Wegry),HUF,0.013213999999999998,0.01348
4646,2019-04-15,frank szwajcarski,CHF,3.7296,3.805
4647,2019-04-15,funt szterling,GBP,4.904,5.003
4648,2019-04-15,jen (Japonia),JPY,0.033408,0.034082
4649,2019-04-15,korona czeska,CZK,0.1649,0.1683
4650,2019-04-15,korona dunska,DKK,0.5668,0.5782
4651,2019-04-15,korona norweska,NOK,0.4405,0.4495
4652,2019-04-15,korona szwedzka,SEK,0.4043,0.4125
4653,2019-04-15,SDR (MFW),XDR,5.1951,5.3001
4654,2019-04-16,dolar amerykanski,USD,3.746,3.8216
4655,2019-04-16,dolar australijski,AUD,2.6865,2.7407
4656,2019-04-16,dolar kanadyjski,CAD,2.8004,2.857
4657,2019-04-16,euro,EUR,4.2313,4.3167
4658,2019-04-16,forint (Wegry),HUF,0.013216,0.013482
4659,2019-04-16,frank szwajcarski,CHF,3.7209,3.7961
4660,2019-04-16,funt szterling,GBP,4.8958,4.9948
4661,2019-04-16,jen (Japonia),JPY,0.033457,0.034133
4662,2019-04-16,korona czeska,CZK,0.1648,0.1682
4663,2019-04-16,korona dunska,DKK,0.5669,0.5783
4664,2019-04-16,korona norweska,NOK,0.4412,0.4502
4665,2019-04-16,korona szwedzka,SEK,0.4049,0.4131
4666,2019-04-16,SDR (MFW),XDR,5.2008,5.3058
4667,2019-04-17,dolar amerykanski,USD,3.7414,3.817
4668,2019-04-17,dolar australijski,AUD,2.6884,2.7428
4669,2019-04-17,dolar kanadyjski,CAD,2.8085,2.8653
4670,2019-04-17,euro,EUR,4.2293,4.3147
4671,2019-04-17,forint (Wegry),HUF,0.013231,0.013499
4672,2019-04-17,frank szwajcarski,CHF,3.7097,3.7847
4673,2019-04-17,funt szterling,GBP,4.8803,4.9789
4674,2019-04-17,jen (Japonia),JPY,0.033427,0.034102999999999994
4675,2019-04-17,korona czeska,CZK,0.1648,0.1682
4676,2019-04-17,korona dunska,DKK,0.5666,0.578
4677,2019-04-17,korona norweska,NOK,0.4413,0.4503
4678,2019-04-17,korona szwedzka,SEK,0.4052,0.4134
4679,2019-04-17,SDR (MFW),XDR,5.2,5.305
4680,2019-04-18,dolar amerykanski,USD,3.766,3.842
4681,2019-04-18,dolar australijski,AUD,2.6966,2.7510000000000003
4682,2019-04-18,dolar kanadyjski,CAD,2.8133,2.8701
4683,2019-04-18,euro,EUR,4.2367,4.3223
4684,2019-04-18,forint (Wegry),HUF,0.01325,0.013518
4685,2019-04-18,frank szwajcarski,CHF,3.7178,3.793
4686,2019-04-18,funt szterling,GBP,4.9031,5.0021
4687,2019-04-18,jen (Japonia),JPY,0.033661,0.034341
4688,2019-04-18,korona czeska,CZK,0.1649,0.1683
4689,2019-04-18,korona dunska,DKK,0.5675,0.5789
4690,2019-04-18,korona norweska,NOK,0.4424,0.4514
4691,2019-04-18,korona szwedzka,SEK,0.4053,0.4135
4692,2019-04-18,SDR (MFW),XDR,5.2126,5.318
4693,2019-04-19,dolar amerykanski,USD,3.767,3.8432
4694,2019-04-19,dolar australijski,AUD,2.6957,2.7501
4695,2019-04-19,dolar kanadyjski,CAD,2.8176,2.8746
4696,2019-04-19,euro,EUR,4.2374,4.323
4697,2019-04-19,forint (Wegry),HUF,0.013242,0.01351
4698,2019-04-19,frank szwajcarski,CHF,3.7181,3.7933
4699,2019-04-19,funt szterling,GBP,4.8984,4.9974
4700,2019-04-19,jen (Japonia),JPY,0.033668000000000003,0.034348000000000004
4701,2019-04-19,korona czeska,CZK,0.1649,0.1683
4702,2019-04-19,korona dunska,DKK,0.5676,0.579
4703,2019-04-19,korona norweska,NOK,0.4431,0.4521
4704,2019-04-19,korona szwedzka,SEK,0.4054,0.4136
4705,2019-04-19,SDR (MFW),XDR,5.2267,5.3323
4706,2019-04-23,dolar amerykanski,USD,3.7862,3.8626
4707,2019-04-23,dolar australijski,AUD,2.6881,2.7425
4708,2019-04-23,dolar kanadyjski,CAD,2.8252,2.8822
4709,2019-04-23,euro,EUR,4.245,4.3308
4710,2019-04-23,forint (Wegry),HUF,0.013224,0.013492
4711,2019-04-23,frank szwajcarski,CHF,3.7073,3.7821
4712,2019-04-23,funt szterling,GBP,4.9055,5.0047
4713,2019-04-23,jen (Japonia),JPY,0.033831,0.034515
4714,2019-04-23,korona czeska,CZK,0.1649,0.1683
4715,2019-04-23,korona dunska,DKK,0.5686,0.58
4716,2019-04-23,korona norweska,NOK,0.4421,0.4511
4717,2019-04-23,korona szwedzka,SEK,0.4037,0.4119
4718,2019-04-23,SDR (MFW),XDR,5.2345,5.3403
4719,2019-04-24,dolar amerykanski,USD,3.7965,3.8731
4720,2019-04-24,dolar australijski,AUD,2.6672,2.721
4721,2019-04-24,dolar kanadyjski,CAD,2.8231,2.8801
4722,2019-04-24,euro,EUR,4.2486,4.3344
4723,2019-04-24,forint (Wegry),HUF,0.013218,0.013486
4724,2019-04-24,frank szwajcarski,CHF,3.7283,3.8037
4725,2019-04-24,funt szterling,GBP,4.9156,5.015
4726,2019-04-24,jen (Japonia),JPY,0.033956,0.034642
4727,2019-04-24,korona czeska,CZK,0.1651,0.1685
4728,2019-04-24,korona dunska,DKK,0.5691,0.5805
4729,2019-04-24,korona norweska,NOK,0.4413,0.4503
4730,2019-04-24,korona szwedzka,SEK,0.4039,0.4121
4731,2019-04-24,SDR (MFW),XDR,5.2412,5.347
4732,2019-04-25,dolar amerykanski,USD,3.8152,3.8922
4733,2019-04-25,dolar australijski,AUD,2.6731,2.7271
4734,2019-04-25,dolar kanadyjski,CAD,2.8279,2.8851
4735,2019-04-25,euro,EUR,4.2509,4.3367
4736,2019-04-25,forint (Wegry),HUF,0.013179,0.013445
4737,2019-04-25,frank szwajcarski,CHF,3.7398,3.8154
4738,2019-04-25,funt szterling,GBP,4.924,5.0234
4739,2019-04-25,jen (Japonia),JPY,0.034168000000000004,0.034858
4740,2019-04-25,korona czeska,CZK,0.1651,0.1685
4741,2019-04-25,korona dunska,DKK,0.5693,0.5809
4742,2019-04-25,korona norweska,NOK,0.4401,0.4489
4743,2019-04-25,korona szwedzka,SEK,0.4002,0.4082
4744,2019-04-25,SDR (MFW),XDR,5.252000000000002,5.3582
4745,2019-04-26,dolar amerykanski,USD,3.8076,3.8846
4746,2019-04-26,dolar australijski,AUD,2.6807,2.7349
4747,2019-04-26,dolar kanadyjski,CAD,2.829,2.8862
4748,2019-04-26,euro,EUR,4.247,4.3328
4749,2019-04-26,forint (Wegry),HUF,0.01318,0.013446
4750,2019-04-26,frank szwajcarski,CHF,3.7348,3.8102
4751,2019-04-26,funt szterling,GBP,4.9201,5.0195
4752,2019-04-26,jen (Japonia),JPY,0.034102,0.034789999999999995
4753,2019-04-26,korona czeska,CZK,0.1653,0.1687
4754,2019-04-26,korona dunska,DKK,0.5689,0.5803
4755,2019-04-26,korona norweska,NOK,0.4395,0.4483
4756,2019-04-26,korona szwedzka,SEK,0.4011,0.4093
4757,2019-04-26,SDR (MFW),XDR,5.2716,5.377999999999999
4758,2019-04-29,dolar amerykanski,USD,3.8116,3.8886
4759,2019-04-29,dolar australijski,AUD,2.684,2.7382
4760,2019-04-29,dolar kanadyjski,CAD,2.8292,2.8864
4761,2019-04-29,euro,EUR,4.2502,4.336
4762,2019-04-29,forint (Wegry),HUF,0.013169,0.013435
4763,2019-04-29,frank szwajcarski,CHF,3.7336,3.809
4764,2019-04-29,funt szterling,GBP,4.9203,5.0197
4765,2019-04-29,jen (Japonia),JPY,0.03405,0.034738
4766,2019-04-29,korona czeska,CZK,0.1655,0.1689
4767,2019-04-29,korona dunska,DKK,0.5693,0.5809
4768,2019-04-29,korona norweska,NOK,0.4383,0.4471
4769,2019-04-29,korona szwedzka,SEK,0.4002,0.4082
4770,2019-04-29,SDR (MFW),XDR,5.2744,5.381
4771,2019-04-30,dolar amerykanski,USD,3.7794,3.8558
4772,2019-04-30,dolar australijski,AUD,2.6636,2.7174
4773,2019-04-30,dolar kanadyjski,CAD,2.8082,2.865
4774,2019-04-30,euro,EUR,4.2426,4.3284
4775,2019-04-30,forint (Wegry),HUF,0.013119,0.013385
4776,2019-04-30,frank szwajcarski,CHF,3.7107,3.7857
4777,2019-04-30,funt szterling,GBP,4.927,5.0266
4778,2019-04-30,jen (Japonia),JPY,0.033948,0.034634
4779,2019-04-30,korona czeska,CZK,0.1654,0.1688
4780,2019-04-30,korona dunska,DKK,0.5684,0.5798
4781,2019-04-30,korona norweska,NOK,0.4377,0.4465
4782,2019-04-30,korona szwedzka,SEK,0.3986,0.4066
4783,2019-04-30,SDR (MFW),XDR,5.2601,5.3663
4784,2019-05-02,dolar amerykanski,USD,3.7865,3.8629
4785,2019-05-02,dolar australijski,AUD,2.6533,2.7069
4786,2019-05-02,dolar kanadyjski,CAD,2.8134,2.8702
4787,2019-05-02,euro,EUR,4.2355,4.3211
4788,2019-05-02,forint (Wegry),HUF,0.013073,0.013337
4789,2019-05-02,frank szwajcarski,CHF,3.7139,3.7889
4790,2019-05-02,funt szterling,GBP,4.9328,5.0324
4791,2019-05-02,jen (Japonia),JPY,0.033948,0.034634
4792,2019-05-02,korona czeska,CZK,0.1648,0.1682
4793,2019-05-02,korona dunska,DKK,0.5673,0.5787
4794,2019-05-02,korona norweska,NOK,0.433,0.4418
4795,2019-05-02,korona szwedzka,SEK,0.3964,0.4044
4796,2019-05-02,SDR (MFW),XDR,5.2321,5.3379
4797,2019-05-06,dolar amerykanski,USD,3.7861,3.8625
4798,2019-05-06,dolar australijski,AUD,2.6477,2.7011
4799,2019-05-06,dolar kanadyjski,CAD,2.8110000000000004,2.8678
4800,2019-05-06,euro,EUR,4.2377,4.3233
4801,2019-05-06,forint (Wegry),HUF,0.013098,0.013362
4802,2019-05-06,frank szwajcarski,CHF,3.7152,3.7902
4803,2019-05-06,funt szterling,GBP,4.9578,5.058
4804,2019-05-06,jen (Japonia),JPY,0.034142,0.034832
4805,2019-05-06,korona czeska,CZK,0.1647,0.1681
4806,2019-05-06,korona dunska,DKK,0.5676,0.579
4807,2019-05-06,korona norweska,NOK,0.433,0.4418
4808,2019-05-06,korona szwedzka,SEK,0.3949,0.4029
4809,2019-05-06,SDR (MFW),XDR,5.2542,5.3604
4810,2019-05-07,dolar amerykanski,USD,3.7938,3.8704
4811,2019-05-07,dolar australijski,AUD,2.6588,2.7126
4812,2019-05-07,dolar kanadyjski,CAD,2.8146,2.8714
4813,2019-05-07,euro,EUR,4.2439,4.3297
4814,2019-05-07,forint (Wegry),HUF,0.013097,0.013361
4815,2019-05-07,frank szwajcarski,CHF,3.7161,3.7911
4816,2019-05-07,funt szterling,GBP,4.9544,5.0544
4817,2019-05-07,jen (Japonia),JPY,0.034339,0.035033
4818,2019-05-07,korona czeska,CZK,0.1649,0.1683
4819,2019-05-07,korona dunska,DKK,0.5685,0.5799
4820,2019-05-07,korona norweska,NOK,0.4341,0.4429
4821,2019-05-07,korona szwedzka,SEK,0.3958,0.4038
4822,2019-05-07,SDR (MFW),XDR,5.2509,5.3569
4823,2019-05-08,dolar amerykanski,USD,3.7932,3.8698
4824,2019-05-08,dolar australijski,AUD,2.6583,2.7121
4825,2019-05-08,dolar kanadyjski,CAD,2.8177,2.8747
4826,2019-05-08,euro,EUR,4.2482,4.334
4827,2019-05-08,forint (Wegry),HUF,0.01311,0.013374
4828,2019-05-08,frank szwajcarski,CHF,3.7227,3.7979
4829,2019-05-08,funt szterling,GBP,4.9346,5.0342
4830,2019-05-08,jen (Japonia),JPY,0.034443,0.035139
4831,2019-05-08,korona czeska,CZK,0.1652,0.1686
4832,2019-05-08,korona dunska,DKK,0.5691,0.5805
4833,2019-05-08,korona norweska,NOK,0.4326,0.4414
4834,2019-05-08,korona szwedzka,SEK,0.3955,0.4035
4835,2019-05-08,SDR (MFW),XDR,5.2627,5.3691
4836,2019-05-09,dolar amerykanski,USD,3.7876,3.8642
4837,2019-05-09,dolar australijski,AUD,2.6429,2.6963
4838,2019-05-09,dolar kanadyjski,CAD,2.8067,2.8635
4839,2019-05-09,euro,EUR,4.2554,4.3414
4840,2019-05-09,forint (Wegry),HUF,0.013147,0.013413
4841,2019-05-09,frank szwajcarski,CHF,3.7353,3.8107
4842,2019-05-09,funt szterling,GBP,4.9224,5.0218
4843,2019-05-09,jen (Japonia),JPY,0.034546,0.035244
4844,2019-05-09,korona czeska,CZK,0.1653,0.1687
4845,2019-05-09,korona dunska,DKK,0.5699,0.5815
4846,2019-05-09,korona norweska,NOK,0.4324,0.4412
4847,2019-05-09,korona szwedzka,SEK,0.393,0.401
4848,2019-05-09,SDR (MFW),XDR,5.263,5.3694
4849,2019-05-10,dolar amerykanski,USD,3.7825,3.8589
4850,2019-05-10,dolar australijski,AUD,2.6505,2.7041
4851,2019-05-10,dolar kanadyjski,CAD,2.8266,2.8838
4852,2019-05-10,euro,EUR,4.2539,4.3399
4853,2019-05-10,forint (Wegry),HUF,0.013166,0.013432
4854,2019-05-10,frank szwajcarski,CHF,3.7435,3.8191
4855,2019-05-10,funt szterling,GBP,4.931,5.0306
4856,2019-05-10,jen (Japonia),JPY,0.034498,0.035194
4857,2019-05-10,korona czeska,CZK,0.1653,0.1687
4858,2019-05-10,korona dunska,DKK,0.5697,0.5813
4859,2019-05-10,korona norweska,NOK,0.4336,0.4424
4860,2019-05-10,korona szwedzka,SEK,0.3936,0.4016
4861,2019-05-10,SDR (MFW),XDR,5.2588,5.365
4862,2019-05-13,dolar amerykanski,USD,3.7864,3.8628
4863,2019-05-13,dolar australijski,AUD,2.6374,2.6906
4864,2019-05-13,dolar kanadyjski,CAD,2.8195,2.8765
4865,2019-05-13,euro,EUR,4.2616,4.3476
4866,2019-05-13,forint (Wegry),HUF,0.01317,0.013436000000000002
4867,2019-05-13,frank szwajcarski,CHF,3.7648,3.8408
4868,2019-05-13,funt szterling,GBP,4.9309,5.0305
4869,2019-05-13,jen (Japonia),JPY,0.0347,0.035402
4870,2019-05-13,korona czeska,CZK,0.1653,0.1687
4871,2019-05-13,korona dunska,DKK,0.5706,0.5822
4872,2019-05-13,korona norweska,NOK,0.4344,0.4432
4873,2019-05-13,korona szwedzka,SEK,0.3936,0.4016
4874,2019-05-13,SDR (MFW),XDR,5.2595,5.3657
4875,2019-05-14,dolar amerykanski,USD,3.8036,3.8804
4876,2019-05-14,dolar australijski,AUD,2.6398,2.6932
4877,2019-05-14,dolar kanadyjski,CAD,2.822,2.879
4878,2019-05-14,euro,EUR,4.2647,4.3509
4879,2019-05-14,forint (Wegry),HUF,0.013145,0.013411
4880,2019-05-14,frank szwajcarski,CHF,3.7723,3.8485
4881,2019-05-14,funt szterling,GBP,4.9122,5.0114
4882,2019-05-14,jen (Japonia),JPY,0.034715,0.035417000000000004
4883,2019-05-14,korona czeska,CZK,0.1656,0.16899999999999998
4884,2019-05-14,korona dunska,DKK,0.5710000000000001,0.5826
4885,2019-05-14,korona norweska,NOK,0.4354,0.4442
4886,2019-05-14,korona szwedzka,SEK,0.3966,0.4046
4887,2019-05-14,SDR (MFW),XDR,5.2519,5.3581
4888,2019-05-15,dolar amerykanski,USD,3.8137,3.8907
4889,2019-05-15,dolar australijski,AUD,2.6402,2.6936
4890,2019-05-15,dolar kanadyjski,CAD,2.8292,2.8864
4891,2019-05-15,euro,EUR,4.266,4.3522
4892,2019-05-15,forint (Wegry),HUF,0.013101,0.013365
4893,2019-05-15,frank szwajcarski,CHF,3.7831,3.8595
4894,2019-05-15,funt szterling,GBP,4.8953,4.9941
4895,2019-05-15,jen (Japonia),JPY,0.034875,0.035579
4896,2019-05-15,korona czeska,CZK,0.1655,0.1689
4897,2019-05-15,korona dunska,DKK,0.5711,0.5827
4898,2019-05-15,korona norweska,NOK,0.4359,0.4447
4899,2019-05-15,korona szwedzka,SEK,0.3964,0.4044
4900,2019-05-15,SDR (MFW),XDR,5.2589,5.3651
4901,2019-05-16,dolar amerykanski,USD,3.8046,3.8814
4902,2019-05-16,dolar australijski,AUD,2.6265,2.6795
4903,2019-05-16,dolar kanadyjski,CAD,2.8346,2.8918
4904,2019-05-16,euro,EUR,4.256,4.342
4905,2019-05-16,forint (Wegry),HUF,0.013118,0.013384
4906,2019-05-16,frank szwajcarski,CHF,3.7675,3.8437
4907,2019-05-16,funt szterling,GBP,4.8679,4.9663
4908,2019-05-16,jen (Japonia),JPY,0.034638,0.035338
4909,2019-05-16,korona czeska,CZK,0.1655,0.1689
4910,2019-05-16,korona dunska,DKK,0.5699,0.5815
4911,2019-05-16,korona norweska,NOK,0.4362,0.445
4912,2019-05-16,korona szwedzka,SEK,0.3955,0.4035
4913,2019-05-16,SDR (MFW),XDR,5.2609,5.3671
4914,2019-05-17,dolar amerykanski,USD,3.813,3.89
4915,2019-05-17,dolar australijski,AUD,2.6221,2.6751
4916,2019-05-17,dolar kanadyjski,CAD,2.8252,2.8822
4917,2019-05-17,euro,EUR,4.2611,4.3471
4918,2019-05-17,forint (Wegry),HUF,0.013074,0.013338
4919,2019-05-17,frank szwajcarski,CHF,3.7734,3.8496
4920,2019-05-17,funt szterling,GBP,4.8634,4.9616
4921,2019-05-17,jen (Japonia),JPY,0.03475,0.035452
4922,2019-05-17,korona czeska,CZK,0.1654,0.1688
4923,2019-05-17,korona dunska,DKK,0.5706,0.5822
4924,2019-05-17,korona norweska,NOK,0.4345,0.4433
4925,2019-05-17,korona szwedzka,SEK,0.3958,0.4038
4926,2019-05-17,SDR (MFW),XDR,5.2562,5.3624
4927,2019-05-20,dolar amerykanski,USD,3.811,3.888
4928,2019-05-20,dolar australijski,AUD,2.6343,2.6875
4929,2019-05-20,dolar kanadyjski,CAD,2.8383,2.8957
4930,2019-05-20,euro,EUR,4.2553,4.3413
4931,2019-05-20,forint (Wegry),HUF,0.013041,0.013305
4932,2019-05-20,frank szwajcarski,CHF,3.7773,3.8537
4933,2019-05-20,funt szterling,GBP,4.8521,4.9501
4934,2019-05-20,jen (Japonia),JPY,0.034664,0.035364
4935,2019-05-20,korona czeska,CZK,0.1651,0.1685
4936,2019-05-20,korona dunska,DKK,0.5697,0.5813
4937,2019-05-20,korona norweska,NOK,0.4339,0.4427
4938,2019-05-20,korona szwedzka,SEK,0.3948,0.4028
4939,2019-05-20,SDR (MFW),XDR,5.2525,5.3587
4940,2019-05-21,dolar amerykanski,USD,3.8243,3.9015
4941,2019-05-21,dolar australijski,AUD,2.6261,2.6791
4942,2019-05-21,dolar kanadyjski,CAD,2.8488,2.9064
4943,2019-05-21,euro,EUR,4.2638,4.35
4944,2019-05-21,forint (Wegry),HUF,0.013043,0.013307
4945,2019-05-21,frank szwajcarski,CHF,3.7815,3.8579
4946,2019-05-21,funt szterling,GBP,4.8668,4.9652
4947,2019-05-21,jen (Japonia),JPY,0.034581,0.035279000000000005
4948,2019-05-21,korona czeska,CZK,0.1653,0.1687
4949,2019-05-21,korona dunska,DKK,0.5709,0.5825
4950,2019-05-21,korona norweska,NOK,0.4353,0.4441
4951,2019-05-21,korona szwedzka,SEK,0.3955,0.4035
4952,2019-05-21,SDR (MFW),XDR,5.2621,5.3685
4953,2019-05-22,dolar amerykanski,USD,3.8182,3.8954
4954,2019-05-22,dolar australijski,AUD,2.6282,2.6812
4955,2019-05-22,dolar kanadyjski,CAD,2.8524,2.91
4956,2019-05-22,euro,EUR,4.2624,4.3486
4957,2019-05-22,forint (Wegry),HUF,0.013056,0.01332
4958,2019-05-22,frank szwajcarski,CHF,3.7853,3.8617
4959,2019-05-22,funt szterling,GBP,4.8243,4.9217
4960,2019-05-22,jen (Japonia),JPY,0.034597,0.035295
4961,2019-05-22,korona czeska,CZK,0.1651,0.1685
4962,2019-05-22,korona dunska,DKK,0.5707,0.5823
4963,2019-05-22,korona norweska,NOK,0.4370000000000001,0.4458
4964,2019-05-22,korona szwedzka,SEK,0.3963,0.4043
4965,2019-05-22,SDR (MFW),XDR,5.2596,5.3658
4966,2019-05-23,dolar amerykanski,USD,3.8321,3.9095
4967,2019-05-23,dolar australijski,AUD,2.6349,2.6881
4968,2019-05-23,dolar kanadyjski,CAD,2.8396,2.897
4969,2019-05-23,euro,EUR,4.2665,4.3527
4970,2019-05-23,forint (Wegry),HUF,0.013037,0.013301
4971,2019-05-23,frank szwajcarski,CHF,3.8024,3.8792
4972,2019-05-23,funt szterling,GBP,4.845,4.9428
4973,2019-05-23,jen (Japonia),JPY,0.034896,0.0356
4974,2019-05-23,korona czeska,CZK,0.1651,0.1685
4975,2019-05-23,korona dunska,DKK,0.5712,0.5828
4976,2019-05-23,korona norweska,NOK,0.4363,0.4451
4977,2019-05-23,korona szwedzka,SEK,0.3968,0.4048
4978,2019-05-23,SDR (MFW),XDR,5.2626,5.369
4979,2019-05-24,dolar amerykanski,USD,3.7983,3.8751
4980,2019-05-24,dolar australijski,AUD,2.627,2.68
4981,2019-05-24,dolar kanadyjski,CAD,2.8242,2.8812
4982,2019-05-24,euro,EUR,4.2531,4.3391
4983,2019-05-24,forint (Wegry),HUF,0.013067,0.013331
4984,2019-05-24,frank szwajcarski,CHF,3.791,3.8676
4985,2019-05-24,funt szterling,GBP,4.8123,4.9095
4986,2019-05-24,jen (Japonia),JPY,0.034667,0.035367
4987,2019-05-24,korona czeska,CZK,0.1646,0.168
4988,2019-05-24,korona dunska,DKK,0.5695,0.5811
4989,2019-05-24,korona norweska,NOK,0.4361,0.4449
4990,2019-05-24,korona szwedzka,SEK,0.3974,0.4054
4991,2019-05-24,SDR (MFW),XDR,5.256,5.3622
4992,2019-05-27,dolar amerykanski,USD,3.7968,3.8736
4993,2019-05-27,dolar australijski,AUD,2.6288,2.682
4994,2019-05-27,dolar kanadyjski,CAD,2.825,2.882
4995,2019-05-27,euro,EUR,4.2497,4.3355
4996,2019-05-27,forint (Wegry),HUF,0.013038,0.013302
4997,2019-05-27,frank szwajcarski,CHF,3.7776,3.854
4998,2019-05-27,funt szterling,GBP,4.8122,4.9094
4999,2019-05-27,jen (Japonia),JPY,0.034676,0.035376
5000,2019-05-27,korona czeska,CZK,0.1644,0.1678
5001,2019-05-27,korona dunska,DKK,0.569,0.5804
5002,2019-05-27,korona norweska,NOK,0.4358,0.4446
5003,2019-05-27,korona szwedzka,SEK,0.3963,0.4043
5004,2019-05-27,SDR (MFW),XDR,5.2416,5.3474
5005,2019-05-28,dolar amerykanski,USD,3.7977,3.8745
5006,2019-05-28,dolar australijski,AUD,2.6328,2.6860000000000004
5007,2019-05-28,dolar kanadyjski,CAD,2.8196,2.8766
5008,2019-05-28,euro,EUR,4.2505,4.3363
5009,2019-05-28,forint (Wegry),HUF,0.013008,0.01327
5010,2019-05-28,frank szwajcarski,CHF,3.7744,3.8506
5011,2019-05-28,funt szterling,GBP,4.8163,4.9137
5012,2019-05-28,jen (Japonia),JPY,0.034684,0.035384
5013,2019-05-28,korona czeska,CZK,0.1644,0.1678
5014,2019-05-28,korona dunska,DKK,0.5691,0.5805
5015,2019-05-28,korona norweska,NOK,0.4374,0.4462
5016,2019-05-28,korona szwedzka,SEK,0.3979,0.4059
5017,2019-05-28,SDR (MFW),XDR,5.2425,5.3485
5018,2019-05-29,dolar amerykanski,USD,3.8213,3.8985
5019,2019-05-29,dolar australijski,AUD,2.6431,2.6965
5020,2019-05-29,dolar kanadyjski,CAD,2.8288,2.886
5021,2019-05-29,euro,EUR,4.2587,4.3447
5022,2019-05-29,forint (Wegry),HUF,0.013048,0.013312
5023,2019-05-29,frank szwajcarski,CHF,3.7924,3.869
5024,2019-05-29,funt szterling,GBP,4.8348,4.9324
5025,2019-05-29,jen (Japonia),JPY,0.034955,0.035661
5026,2019-05-29,korona czeska,CZK,0.1646,0.168
5027,2019-05-29,korona dunska,DKK,0.5702,0.5818
5028,2019-05-29,korona norweska,NOK,0.4358,0.4446
5029,2019-05-29,korona szwedzka,SEK,0.3982,0.4062
5030,2019-05-29,SDR (MFW),XDR,5.2503,5.3563
5031,2019-05-30,dolar amerykanski,USD,3.8158,3.8928
5032,2019-05-30,dolar australijski,AUD,2.6377,2.6909
5033,2019-05-30,dolar kanadyjski,CAD,2.8289,2.8861
5034,2019-05-30,euro,EUR,4.2446,4.3304
5035,2019-05-30,forint (Wegry),HUF,0.013067,0.013331
5036,2019-05-30,frank szwajcarski,CHF,3.7816,3.858
5037,2019-05-30,funt szterling,GBP,4.8114,4.9086
5038,2019-05-30,jen (Japonia),JPY,0.034723000000000004,0.035425
5039,2019-05-30,korona czeska,CZK,0.1642,0.1676
